ticket_id,opened_at,domain,asset,component,error_code,severity,status,team,title,description,resolution,resolved_hours
INC-2026-04213,2026-07-06T06:15,Energy,Substation Fana,Protection relay,ERR-7120,Critical,Resolved,Grid Operations,Unexpected breaker trip on feeder,"Supply dropped with no weather, no work in progress and nothing on the overhead.",Current transformer wiring reversed on one phase after maintenance. Corrected and tested.,10.6
INC-2026-04394,2026-03-18T09:00,Maritime,MV Kvitøy,Fuel system,ERR-5140,Low,Resolved,Bridge Systems,Uneven running on auxiliary engine,Gauge will not settle. It wanders either side of where it should sit.,Lift pump diaphragm perished. Renewed the pump and confirmed steady supply pressure.,2.6
INC-2026-04328,2026-03-16T21:00,Retail,Store 014 Oslo,Point of sale,ERR-6205,Medium,Resolved,E-commerce,Lane out of service at peak,"Goes down on its own without anyone touching it, then comes back a minute later.",Faulty power supply under load. Replaced the unit with no repeat over the following week.,3.0
INC-2026-04707,2026-01-28T14:30,Retail,Store 014 Oslo,Inventory sync,ERR-6410,Medium,Resolved,E-commerce,Online availability showing items that are sold out,Counts in the system do not match what staff find when they physically check the shelf.,"Sync job failing silently on malformed records. Added validation and alerting, then reprocessed the backlog.",3.0
INC-2026-04620,2026-08-29T17:15,Retail,Store 022 Trondheim,Inventory sync,ERR-6410,High,Resolved,Store Systems,Stock levels out of step with warehouse,Counts in the system do not match what staff find when they physically check the shelf.,Message queue backed up behind a poison message. Removed it and replayed the remainder.,9.4
INC-2026-04336,2026-06-29T11:30,Payments,Gateway North,Card authorisation,ERR-4001,High,Resolved,Payments Platform,Customers reporting failed checkout,"More transactions than normal are being turned away, with no pattern by card type or issuer.",Connection pool exhausted after a traffic spike. Raised the pool size and added backpressure.,3.2
INC-2026-04664,2026-02-25T08:15,Maritime,MV Havbris,Navigation display,ERR-2203,Medium,Closed,Rotating Equipment,Chart display freezing on bridge console,"Unit drops out briefly two or three times a watch, always without an alarm.",Failing power supply in the console. Replaced the unit and monitored for a full watch.,5.4
INC-2026-04054,2026-07-19T08:30,Retail,Store 031 Bergen,Inventory sync,ERR-6410,High,Resolved,Store Systems,Counts disagree between systems,"Figures are a day behind, so every decision this morning was made on yesterday's picture.","Sync job failing silently on malformed records. Added validation and alerting, then reprocessed the backlog.",14.5
INC-2026-04493,2026-04-24T00:15,Energy,Substation Rong,Transformer cooling,ERR-7744,High,Resolved,Substation Field,Unit running warmer than its neighbours,Temperature creeping up over several days with no change in demand to explain it.,Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,6.4
INC-2026-04436,2026-01-20T08:00,Payments,Gateway North,Card authorisation,ERR-4001,High,Closed,Core Banking,Elevated decline rate on card payments,Support is fielding complaints that the payment page hangs and then gives up.,Connection pool exhausted after a traffic spike. Raised the pool size and added backpressure.,3.3
INC-2026-04369,2026-02-27T13:15,Retail,Store 014 Oslo,Receipt printer,ERR-6250,Medium,Closed,Logistics,Receipt printer not responding,"Paper feeds a few lines then gives up, leaving the customer with half a slip.",Paper sensor dirty and reporting empty. Cleaned and recalibrated.,3.0
INC-2026-04815,2026-09-10T05:45,Payments,Gateway North,Card authorisation,ERR-4001,High,Resolved,Fraud Engineering,Elevated decline rate on card payments,Approval numbers fell off a cliff and have not come back on their own.,Upstream acquirer degraded. Failed over to the secondary route and rates recovered immediately.,5.0
INC-2026-04297,2026-04-22T17:00,Maritime,MV Kvitøy,Fuel system,ERR-5140,High,Resolved,Bridge Systems,Uneven running on auxiliary engine,"Pressure reading swings up and down rather than holding steady, and the engine surges slightly with it.",Air ingress at a loose union on the suction side. Tightened and pressure tested.,5.4
INC-2026-04909,2026-01-13T23:00,Payments,Gateway North,Fraud scoring,ERR-4102,Medium,Resolved,Fraud Engineering,Fraud model scoring slowly,Response times have crept up to the point where the checkout feels sluggish.,Feature store query missing an index after a schema change. Index rebuilt and latency recovered.,7.1
INC-2026-04886,2026-08-29T01:00,Energy,Substation Kollsnes,Transformer cooling,ERR-7744,High,Resolved,Grid Operations,Unit running warmer than its neighbours,"Sits several degrees above where it has historically run, with load unchanged.",Blocked airflow from vegetation growth against the enclosure. Cleared and trimmed back.,13.8
INC-2026-04201,2026-02-19T11:15,Maritime,MV Kvitøy,Navigation display,ERR-2203,Medium,Resolved,Bridge Systems,Console blanking intermittently,"Watchkeeper cannot interact with it for short spells, then it wakes up again.",Failing power supply in the console. Replaced the unit and monitored for a full watch.,3.1
INC-2026-04425,2026-07-14T21:30,Maritime,MV Bergen Star,Fuel system,ERR-5140,Medium,Resolved,Bridge Systems,Uneven running on auxiliary engine,"Pressure reading swings up and down rather than holding steady, and the engine surges slightly with it.",Fuel filter partially blocked. Replaced the element and bled the system.,9.7
INC-2026-04985,2026-08-23T20:00,Energy,Substation Kollsnes,SCADA link,ERR-3310,Low,Resolved,Substation Field,SCADA polling timeouts overnight,"Values freeze at their last figure, then jump to current once contact returns.",Radio link degraded by weather. Repointed the antenna and improved the margin.,3.9
INC-2026-04443,2026-07-05T22:00,Retail,Store 014 Oslo,Point of sale,ERR-6205,Medium,Resolved,Store Systems,Till freezing during busy period,"Goes down on its own without anyone touching it, then comes back a minute later.",Failing memory module. Swapped the board and soak tested through a full trading day.,4.3
INC-2026-04548,2026-08-14T06:45,Maritime,MV Storfjord,Fuel system,ERR-5140,High,Resolved,Hull & Deck,Uneven running on auxiliary engine,"Brief hesitation every so often, as though it is starving for a moment and then catching again.",Fuel filter partially blocked. Replaced the element and bled the system.,4.4
INC-2026-04373,2026-01-07T15:15,Payments,Gateway Core,Card authorisation,ERR-4001,Critical,Closed,Payments Platform,Authorisation success rate dropped,Volume looks normal but far fewer of them are completing than they should.,Connection pool exhausted after a traffic spike. Raised the pool size and added backpressure.,1.4
INC-2026-04446,2026-03-23T21:00,Maritime,MV Storfjord,Fuel system,ERR-5140,Medium,In Progress,Hull & Deck,Fuel pressure fluctuating on auxiliary engine,Power dips away and returns without anyone touching the controls.,,
INC-2026-04240,2026-01-24T00:00,Payments,Gateway West,Card authorisation,ERR-4001,Medium,Closed,Core Banking,Elevated decline rate on card payments,"More transactions than normal are being turned away, with no pattern by card type or issuer.","Expired certificate on the acquirer link. Renewed and redeployed, success rate normalised.",5.5
INC-2026-04354,2026-04-30T08:00,Retail,DC Vestby,Point of sale,ERR-6205,Medium,Resolved,E-commerce,Till freezing during busy period,Freezes solid with a customer standing there and the basket half scanned.,Faulty power supply under load. Replaced the unit with no repeat over the following week.,7.8
INC-2026-04162,2026-01-10T11:45,Retail,Store 014 Oslo,Receipt printer,ERR-6250,Low,Resolved,E-commerce,No receipt at end of transaction,"Nothing comes out at all, though the terminal reports the sale completed.",Printer driver incompatible with the latest POS release. Rolled back the driver.,2.4
INC-2026-04453,2026-03-15T06:00,Energy,Substation Fana,SCADA link,ERR-3310,High,Closed,Substation Field,SCADA polling timeouts overnight,"Nothing reported in from that location for a stretch, with no alarm to say why.",Radio link degraded by weather. Repointed the antenna and improved the margin.,2.5
INC-2026-04960,2026-08-08T12:45,Maritime,MV Kvitøy,Navigation display,ERR-2203,Low,Closed,Rotating Equipment,Chart display freezing on bridge console,Console stops responding to touch and only recovers after a power cycle.,Failing power supply in the console. Replaced the unit and monitored for a full watch.,1.4
INC-2026-04578,2026-06-14T15:00,Energy,Substation Rong,Protection relay,ERR-7120,High,Closed,Substation Field,Relay operated with no fault found,"Supply dropped with no weather, no work in progress and nothing on the overhead.",Current transformer wiring reversed on one phase after maintenance. Corrected and tested.,3.5
INC-2026-04579,2026-08-04T10:15,Retail,DC Larvik,Point of sale,ERR-6205,Low,Resolved,E-commerce,Lane out of service at peak,"It gives up under pressure. Quiet mornings are fine, Saturday afternoon is not.",Failing memory module. Swapped the board and soak tested through a full trading day.,3.9
INC-2026-04946,2026-05-28T11:45,Payments,Gateway North,Settlement batch,ERR-4310,High,Closed,Fraud Engineering,Daily reconciliation out by a file,The run failed silently and was only noticed when the morning figures did not balance.,Downstream schema change not applied in our mapping. Updated the mapping and reran.,7.7
INC-2026-04878,2026-02-22T07:00,Retail,Store 014 Oslo,Inventory sync,ERR-6410,High,Resolved,E-commerce,Online availability showing items that are sold out,Counts in the system do not match what staff find when they physically check the shelf.,Message queue backed up behind a poison message. Removed it and replayed the remainder.,11.7
INC-2026-04694,2026-06-24T13:30,Payments,Gateway Core,Fraud scoring,ERR-4102,High,Resolved,Fraud Engineering,False positives spiking on new rule,Scoring calls take several seconds where they normally return almost instantly.,Stale model artefact loaded on two nodes. Redeployed the correct version across the cluster.,15.7
INC-2026-04208,2026-06-23T15:45,Retail,Store 014 Oslo,Receipt printer,ERR-6250,Medium,Resolved,Store Systems,No receipt at end of transaction,"Nothing comes out at all, though the terminal reports the sale completed.",Paper sensor dirty and reporting empty. Cleaned and recalibrated.,1.7
INC-2026-04449,2026-04-13T21:30,Payments,Gateway West,Card authorisation,ERR-4001,Critical,Closed,Payments Platform,Customers reporting failed checkout,"More transactions than normal are being turned away, with no pattern by card type or issuer.",Upstream acquirer degraded. Failed over to the secondary route and rates recovered immediately.,4.2
INC-2026-04646,2026-07-05T03:00,Retail,DC Larvik,Inventory sync,ERR-6410,Medium,Resolved,Store Systems,Counts disagree between systems,Numbers on screen and numbers on the rack are two different stories.,Message queue backed up behind a poison message. Removed it and replayed the remainder.,4.8
INC-2026-04172,2026-06-19T14:45,Payments,Gateway West,Card authorisation,ERR-4001,High,Resolved,Fraud Engineering,Authorisation success rate dropped,Success rate dropped from its usual level to around eighty percent over about ten minutes.,Upstream acquirer degraded. Failed over to the secondary route and rates recovered immediately.,1.2
INC-2026-04404,2026-03-07T15:45,Energy,Substation Fana,Protection relay,ERR-7120,Critical,Resolved,SCADA,Unexpected breaker trip on feeder,"Went off with a clean line. Nothing burnt, nothing down, nothing touching it.",Relay setting group left on the commissioning profile. Restored operational settings.,17.9
